Term	Methods Included	Methods Found Significant	enrichr Adjusted P-value	enrichr P-value	enrichr Combined Score	enrichr Genes	prerank FDR q-val	prerank NOM p-val	prerank NES	prerank Lead genes	wilcoxon FDR q-val	wilcoxon NOM p-val	wilcoxon NES	wilcoxon Lead genes
Abnormal Maxilla Morphology MP:0000455	1	0	0.2143169701469095	0.1353138517398134	14.246025949065045	DNASE1L2								
Decreased Grip Strength MP:0010053	1	0	0.2146360353504312	0.1359361557219397	4.865093257568267	MINAR2;SDF2L1;DNASE1L2								
Increased Blood Urea Nitrogen Level MP:0005565	1	0	0.2150789694266262	0.1368321826917819	6.350417954383351	DNASE1L2;BMAL1								
Short Photoreceptor Outer Segment MP:0008587	1	0	0.2150789694266262	0.1374818510452552	13.8884471557023	IRS2								
Abnormal Vascular Wound Healing MP:0004883	1	0	0.2150789694266262	0.1374818510452552	13.8884471557023	IRS2								
Liver Hypoplasia MP:0000600	1	0	0.2171302035282156	0.1396445230534406	13.544974303558986	XBP1								
Decreased Kidney Weight MP:0003918	1	0	0.2171302035282156	0.1396445230534406	13.544974303558986	BMAL1								
Abnormal Lens Morphology MP:0001303	1	0	0.2173922956688333	0.1402393436765611	6.1745154055267415	DNASE1L2;BMAL1								
Decreased Oocyte Number MP:0005431	1	0	0.2184862812758189	0.1418018805927374	13.214837540593155	IRS2								
Abnormal Joint Morphology MP:0002932	1	0	0.2184862812758189	0.1418018805927374	13.214837540593155	DNASE1L2								
Decreased IgE Level MP:0002492	1	0	0.2204699927912113	0.1439539364695556	12.897320592663672	NFIL3								
Abnormal Renal Tubule Morphology MP:0002703	1	0	0.2204699927912113	0.1439539364695556	12.897320592663672	HSPA5								
Decreased Circulating Cholesterol Level MP:0005179	1	0	0.2206813255885141	0.1445246328363994	5.964108059214085	XBP1;NAB2								
Abnormal Axon Extension MP:0003651	1	0	0.2224219663922929	0.1461007034145454	12.591756250239603	HSPA5								
Abnormal Contextual Conditioning Behavior MP:0001469	1	0	0.2250104733093225	0.1482421941802595	12.297522293260638	NAB2								
Increased Circulating Aspartate Transaminase Level MP:0005343	1	0	0.2252443458862022	0.148837930516961	5.763602946924966	DNASE1L2;BMAL1								
Abnormal Optic Disk Morphology MP:0008259	1	0	0.2255676322370838	0.1503784214913892	12.01403781811508	DNASE1L2								
Abnormal Corpus Callosum Morphology MP:0000780	1	0	0.2255676322370838	0.1503784214913892	12.01403781811508	HSPA5								
Abnormal Stomach Morphology MP:0000470	1	0	0.2255676322370838	0.1503784214913892	12.01403781811508	DNASE1L2								
Increased Systemic Arterial Systolic Blood Pressure MP:0006144	1	0	0.2266204583853323	0.1525093979756266	11.740759916332207	IRS2								
Decreased Bone Trabecula Number MP:0010869	1	0	0.2266204583853323	0.1525093979756266	11.740759916332207	ZBTB40								
Increased Bleeding Time MP:0005606	1	0	0.2266204583853323	0.1525093979756266	11.740759916332207	TREML1								
Hyperactivity MP:0001399	1	0	0.2266204583853323	0.154575456931676	3.740014037843272	RAP2B;DNAJB5;NAB2;DNASE1L2								
Abnormal Osteoclast Physiology MP:0001541	1	0	0.2266204583853323	0.1546351363099914	11.477180657220888	FOSL2								
Abnormal Class Switch Recombination MP:0004816	1	0	0.2266204583853323	0.1546351363099914	11.477180657220888	NFIL3								
Small Seminal Vesicle MP:0001157	1	0	0.2266204583853323	0.1546351363099914	11.477180657220888	BMAL1								
Increased Osteoclast Cell Number MP:0004984	1	0	0.2266204583853323	0.1546351363099914	11.477180657220888	FOSL2								
Decreased Monocyte Cell Number MP:0000223	1	0	0.2290698596880644	0.1567556490806558	11.222824361971773	PDIA6								
Incomplete Rostral Neuropore Closure MP:0000928	1	0	0.2314976683696597	0.158870948881139	10.977245117600177	CALR								
Decreased Circulating Iron Level MP:0004151	1	0	0.2325788516303354	0.1609810482853106	10.740024519792764	RAP2B								
Abnormal Excitatory Postsynaptic Currents MP:0002910	1	0	0.2325788516303354	0.1609810482853106	10.740024519792764	GRIN2C								
Increased Circulating LDL Cholesterol Level MP:0000182	1	0	0.2325788516303354	0.1609810482853106	10.740024519792764	BMAL1								
Increased Susceptibility To Injury MP:0005165	1	0	0.2359795655858908	0.1651856959101235	10.28911103101624	HSPA5								
Abnormal Colon Morphology MP:0000495	1	0	0.2359795655858908	0.1651856959101235	10.28911103101624	NFIL3								
Increased Circulating Serum Albumin Level MP:0002965	1	0	0.2359795655858908	0.1651856959101235	10.28911103101624	MCF2L								
Decreased Susceptibility To Experimental Autoimmune Encephalomyelitis MP:0004800	1	0	0.2359795655858908	0.1651856959101235	10.28911103101624	ZRANB1								
Absent Pinna Reflex MP:0006358	1	0	0.2442500781693669	0.1714539764404576	9.666337985731484	MINAR2								
Purkinje Cell Degeneration MP:0000876	1	0	0.2494698113232695	0.1756071809118701	9.283280446293812	SRRM3								
Atelectasis MP:0001177	1	0	0.2532248353831844	0.1797399811935544	8.923391206941128	HSPA5								
Polyuria MP:0001762	1	0	0.2532248353831844	0.1797399811935544	8.923391206941128	IRS2								
Decreased Circulating Phosphate Level MP:0000198	1	0	0.2532248353831844	0.1797399811935544	8.923391206941128	MINAR2								
Abnormal Osteoclast Differentiation MP:0008396	1	0	0.2540201858908845	0.181798760490535	8.751529842637671	FOSL2								
Abnormal Spine Curvature MP:0004174	1	0	0.2540201858908845	0.181798760490535	8.751529842637671	DNASE1L2								
Dehydration MP:0001429	1	0	0.2540201858908845	0.181798760490535	8.751529842637671	BMAL1								
Abnormal Pancreas Morphology MP:0001944	1	0	0.2554898160887954	0.1838524754991919	8.584760541358477	NFIL3								
Decreased Blood Urea Nitrogen Level MP:0005566	1	0	0.2554898160887954	0.1838524754991919	8.584760541358477	DNASE1L2								
Decreased NK Cell Number MP:0008045	1	0	0.2569365328312435	0.1859011384602527	8.422875391899517	NFIL3								
Retina Photoreceptor Degeneration MP:0008450	1	0	0.2569365328312435	0.1859011384602527	8.422875391899517	IRS2								
Dilated Renal Tubule MP:0002705	1	0	0.2590589956304177	0.1879447615357932	8.265677319811374	HSPA5								
Obese MP:0001261	1	0	0.2604610538301939	0.1899833569114356	8.112979399077096	IRS2								
Abnormal Skeleton Development MP:0002113	1	0	0.2604610538301939	0.1899833569114356	8.112979399077096	FOSL2								
Maternal Effect MP:0003718	1	0	0.2625432645818143	0.1920169366451308	7.964604221414354	SPRN								
Abnormal Posture MP:0001504	1	0	0.2639018974825803	0.1940455128548384	7.820383303288144	BMAL1								
Abnormal Heart Left Ventricle Morphology MP:0003921	1	0	0.2639018974825803	0.1940455128548384	7.820383303288144	DNASE1L2								
Increased Circulating Alanine Transaminase Level MP:0002941	1	0	0.2657922226660257	0.1959566190635797	4.113640834913461	SNAPIN;BMAL1								
Embryonic Lethality Prior To Tooth Bud Stage MP:0013293	1	0	0.2672611864572954	0.1977743827467704	4.064827621524088	SNAPIN;HSPA5								
Decreased Subcutaneous Adipose Tissue Amount MP:0008844	1	0	0.2672611864572954	0.1980877029036425	7.5437717166037235	BMAL1								
Abnormal Miniature Excitatory Postsynaptic Currents MP:0004753	1	0	0.2692656564508919	0.2001013407742902	7.411084001248333	GRIN2C								
Abnormal Developmental Patterning MP:0002084	1	0	0.2712529258634799	0.2021100231923967	7.281955543769811	RBM3								
Increased Liver Triglyceride Level MP:0009355	1	0	0.273223146108899	0.2041137620931186	7.156255051106618	BMAL1								
Increased Circulating Interleukin-6 Level MP:0008596	1	0	0.2744579906332142	0.2061125694363157	7.03385741012878	TREM2								
Abnormal Locomotor Activation MP:0003313	1	0	0.2744579906332142	0.2061125694363157	7.03385741012878	BMAL1								
Abnormal B Cell Differentiation MP:0002144	1	0	0.2763913882549593	0.2081064570390282	6.914643337844717	BMAL1								
Abnormal Lipid Level MP:0001547	1	0	0.2781974247608291	0.2100954368002021	6.79849904676328	BMAL1								
Decreased Lean Body Mass MP:0003961	1	0	0.2781974247608291	0.2105572665836863	3.7441584782709936	MINAR2;DNASE1L2								
Abnormal Startle Reflex MP:0001486	1	0	0.2846947134712639	0.2160330472811356	6.46742313757927	DNASE1L2								
Abnormal Behavior MP:0004924	1	0	0.2864177984252464	0.2179021682137168	3.5761189553619586	RAP2B;NAB2								
Increased Circulating Leptin Level MP:0005669	1	0	0.2883887839681546	0.2199671313012003	6.26018948804807	IRS2								
Female Infertility MP:0001926	1	0	0.2885593335293783	0.2206630197577599	3.5157184518704945	IRS2;BMAL1								
Increased Circulating Potassium Level MP:0005627	1	0	0.2894698846439806	0.2219269115603851	6.1603458876211565	SNAPIN								
Decreased Double-Positive T Cell Number MP:0005092	1	0	0.2912748769974859	0.2238818662412048	6.062906014187368	PDIA6								
Decreased Insulin Secretion MP:0003059	1	0	0.2924729843657359	0.2258320069783284	5.967790506031058	BMAL1								
Embryonic Lethality During Organogenesis, Complete Penetrance MP:0011098	1	0	0.2924729843657359	0.2259497173335292	2.801258652713853	XBP1;P4HA1;MTHFD1L								
Increased Heart Weight MP:0002833	1	0	0.2932400063868898	0.2271172598486696	3.3800049802086725	HSPA5;DNASE1L2								
Increased Mean Corpuscular Hemoglobin Concentration MP:0005641	1	0	0.2933496114981324	0.2277773453985499	5.874923343943355	DNASE1L2								
Increased Interferon-Gamma Secretion MP:0008566	1	0	0.2951035905995883	0.2297178930745814	5.78423168094792	NFIL3								
Abnormal Cerebellum Morphology MP:0000849	1	0	0.2968426316303904	0.2316536615468536	5.6956456810845415	HSPA5								
Increased Susceptibility To Induced Colitis MP:0008537	1	0	0.3002764064357333	0.2355109070084182	5.524525481436682	NFIL3								
Decreased Heart Weight MP:0002834	1	0	0.3002764064357333	0.2355109070084182	5.524525481436682	BMAL1								
Abnormal Myocardial Fiber Morphology MP:0000278	1	0	0.3019713904268424	0.2374324069826741	5.441865346754643	CALR								
Increased Thigmotaxis MP:0002797	1	0	0.3101397177044886	0.2450711886958998	5.129202360192396	NAB2								
Spleen Hypoplasia MP:0000694	1	0	0.3101397177044886	0.2450711886958998	5.129202360192396	PDIA6								
Abnormal Motor Coordination/Balance MP:0001516	1	0	0.3109209164359186	0.2469691364760274	5.055262825364014	RAP2B								
Decreased Birth Weight MP:0009674	1	0	0.3109209164359186	0.2469691364760274	5.055262825364014	SPRN								
Postnatal Growth Retardation MP:0001732	1	0	0.3109209164359186	0.2479624963207295	2.495756318845856	BMAL1;FOSL2;SPRN								
Abnormal CNS Synaptic Transmission MP:0002206	1	0	0.3109209164359186	0.2488624078588274	4.982913653406146	GRIN2C								
Small Heart MP:0002188	1	0	0.3109209164359186	0.2488624078588274	4.982913653406146	CALR								
Cataract MP:0001304	1	0	0.3109209164359186	0.2493463820044915	2.9644671728961822	DNASE1L2;BMAL1								
Infertility MP:0001924	1	0	0.3111508934566424	0.2507510141385882	4.9121080927455	BMAL1								
Impaired Balance MP:0001525	1	0	0.3111508934566424	0.2507510141385882	4.9121080927455	GRIN2C								
Abnormal Tail Morphology MP:0002111	1	0	0.3119705398568734	0.2526349665899778	4.8428011439058265	DNASE1L2								
Small Thymus MP:0000706	1	0	0.3119705398568734	0.2526349665899778	4.8428011439058265	NFIL3								
Abnormal Digit Morphology MP:0002110	1	0	0.3135320796378094	0.2545142764118688	4.774949480472317	DNASE1L2								
Impaired Glucose Tolerance MP:0005293	1	0	0.315868817564969	0.2595684533753823	2.7965656178163765	IRS2;BMAL1								
Abnormal Embryo Turning MP:0001700	1	0	0.315868817564969	0.2601244621662815	4.579716458908873	MTHFD1L								
Decreased Interferon-Gamma Secretion MP:0008567	1	0	0.315868817564969	0.2601244621662815	4.579716458908873	NFIL3								
Small Ovary MP:0001127	1	0	0.315868817564969	0.2601244621662815	4.579716458908873	IRS2								
Decreased Locomotor Activity MP:0001402	1	0	0.315868817564969	0.2614761834726246	2.330445627241512	DBP;NAB2;DNASE1L2								
Abnormal T Cell Physiology MP:0002444	1	0	0.315868817564969	0.2619853133921213	4.517283552621874	PDIA6								
Abnormal Bone Mineralization MP:0002896	1	0	0.315868817564969	0.2619853133921213	4.517283552621874	XBP1								
Microcephaly MP:0000433	1	0	0.315868817564969	0.2619853133921213	4.517283552621874	MTHFD1L								
Cardiac Hypertrophy MP:0001625	1	0	0.315868817564969	0.2619853133921213	4.517283552621874	HDAC5								
Increased Circulating Calcium Level MP:0000194	1	0	0.3173566147627202	0.2638415777635164	4.456111874258477	DNASE1L2								
Hydrometra MP:0009709	1	0	0.3266881837770337	0.2730544838638846	4.167997377843627	DNASE1L2								
Abnormal Eye Electrophysiology MP:0005551	1	0	0.3266881837770337	0.2730544838638846	4.167997377843627	BMAL1								
Abnormal Liver Morphology MP:0000598	1	0	0.3266881837770337	0.273521283279987	2.5871912482822834	RBM3;NAB2								
Abnormal Neuron Physiology MP:0004811	1	0	0.3275480468325111	0.274883458910421	4.113704308580095	TRIM9								
Abnormal Coat/ Hair Morphology MP:0000367	1	0	0.3289534762098347	0.2767079241059198	4.060453122404681	DNASE1L2								
Abnormal Coat Appearance MP:0001510	1	0	0.3303470327374557	0.2785278903472666	4.008216604624779	RAP2B								
Decreased Exploration In New Environment MP:0001417	1	0	0.3324621163637933	0.280963082652539	2.4838780072435296	MINAR2;NAB2								
Decreased Total Body Fat Amount MP:0010025	1	0	0.3386972621605101	0.2874718767319864	2.397847593244936	DNASE1L2;BMAL1								
Decreased Susceptibility To Diet-Induced Obesity MP:0005659	1	0	0.3386972621605101	0.2875606166970605	3.7613629045399737	BMAL1								
Abnormal Rib Morphology MP:0000150	1	0	0.3392424055478094	0.289353816496661	3.714691124222948	BMAL1								
Abnormal Vertebrae Morphology MP:0000137	1	0	0.3392424055478094	0.289353816496661	3.714691124222948	FOSL2								
Decreased Birth Body Size MP:0009703	1	0	0.3405567027427065	0.2911425929329805	3.668866926816198	IRS2								
Abnormal Axon Morphology MP:0005404	1	0	0.3418598349481675	0.2929269566124494	3.6238694077781934	HSPA5								
Increased Eosinophil Cell Number MP:0005011	1	0	0.3452193358180919	0.2964824884084789	3.5362740390257685	BMAL1								
Decreased Body Length MP:0001258	1	0	0.3458359472035661	0.2976901584752265	2.270312749507001	MINAR2;DNASE1L2								
Abnormal Cytokine Secretion MP:0003009	1	0	0.3518316911286829	0.3035410668561185	3.370153465117457	NFIL3								
Thymus Hypoplasia MP:0001823	1	0	0.3522632753241427	0.3052948386142571	3.330409454829651	PDIA6								
Increased Lymphocyte Cell Number MP:0005013	1	0	0.3522632753241427	0.3052948386142571	3.330409454829651	BMAL1								
Increased Circulating Phosphate Level MP:0001566	1	0	0.353482130841299	0.307044282279795	3.291346538126983	MCF2L								
Open Neural Tube MP:0000929	1	0	0.354690536505774	0.3087894082520855	3.252948903166252	MTHFD1L								
Increased Circulating Sodium Level MP:0005633	1	0	0.3618443628648016	0.3157269440683073	3.1057109240692493	SNAPIN								
Decreased Fetal Size MP:0004200	1	0	0.3777512447347035	0.3310878556792401	2.8079075381643523	HSPA5								
Abnormal Vocalization MP:0001529	1	0	0.3777512447347035	0.3310878556792401	2.8079075381643523	DNASE1L2								
Impaired Righting Response MP:0001523	1	0	0.378827111385582	0.3327736194132171	2.7773973646136283	BMAL1								
Decreased CD4-positive, Alpha-Beta T Cell Number MP:0008075	1	0	0.3790492487802774	0.3344552195120095	2.747363087126053	ZRANB1								
Respiratory Failure MP:0001953	1	0	0.3790492487802774	0.3344552195120095	2.747363087126053	HSPA5								
Abnormal Lung Morphology MP:0001175	1	0	0.3801056756197583	0.3361326660872764	2.717794694415788	TRIM9								
Small Liver MP:0000601	1	0	0.3849148102009851	0.3411401847271476	2.6317886779390967	XBP1								
Decreased T Cell Number MP:0005018	1	0	0.3859350326777717	0.3428011172608443	2.603988937414043	XBP1								
Increased Insulin Sensitivity MP:0002891	1	0	0.3888027481051806	0.3461106816465725	2.5496399471999527	BMAL1								
Abnormal Cranium Morphology MP:0000438	1	0	0.3934783665247698	0.3510444250368044	2.4711180018684864	DNASE1L2								
Abnormal Heart Development MP:0000267	1	0	0.4035293516229086	0.3608027143922477	2.3241173885161555	XBP1								
Abnormal Cerebral Cortex Morphology MP:0000788	1	0	0.4044456846980283	0.3624150547196057	2.300835957547096	HSPA5								
Decreased Total Retina Thickness MP:0011965	1	0	0.4071401124251934	0.3656277872367423	2.2552581276159067	IRS2								
Increased Monocyte Cell Number MP:0000220	1	0	0.4098051702532027	0.3688246532278824	2.2109524751177334	BMAL1								
Abnormal Blood Vessel Morphology MP:0001614	1	0	0.4124411348558836	0.3720057294778557	2.1678716160963645	XBP1								
Neonatal Lethality, Complete Penetrance MP:0011087	1	0	0.41551364548861	0.3755917462161749	1.5276056085433043	SNAPIN;HSPA5								
Decreased Cell Proliferation MP:0000352	1	0	0.4193589147619879	0.3798898404314479	2.065236730473686	XBP1								
Abnormal Enzyme/Coenzyme Activity MP:0005584	1	0	0.4236124544089252	0.3845736595908477	2.006923755847897	BMAL1								
Decreased Heart Rate MP:0005333	1	0	0.4276611078918562	0.3892228030956766	1.9509036102620232	BMAL1								
Abnormal Macrophage Physiology MP:0002451	1	0	0.4276611078918562	0.3907648554462843	1.932718880314669	BMAL1								
Respiratory Distress MP:0001954	1	0	0.4276611078918562	0.3907648554462843	1.932718880314669	HSPA5								
Enlarged Kidney MP:0003068	1	0	0.4334399369230459	0.3968950010648283	1.8623111638641865	TRIM9								
Lethality Throughout Fetal Growth And Development, Incomplete Penetrance MP:0011109	1	0	0.4341735351964167	0.398418067592006	1.8452720554356248	CALR								
Abnormal Thymus Morphology MP:0000703	1	0	0.4447270630735322	0.4089744952578169	1.731884932549588	NFIL3								
Increased Vertical Activity MP:0002574	1	0	0.4553131551395295	0.4208167942393084	1.613843141672166	NAB2								
Premature Death MP:0002083	1	0	0.4553131551395295	0.4208292394806385	1.1185205196969468	SRRM3;IRS2;BMAL1								
Increased Anxiety-Related Response MP:0001363	1	0	0.4553131551395295	0.4222806321196029	1.5998802666710514	NAB2								
Abnormal Locomotor Behavior MP:0001392	1	0	0.4553131551395295	0.4222806321196029	1.5998802666710514	GFOD1								
Abnormal Neural Tube Morphology MP:0002151	1	0	0.4606137219420548	0.4280998121579097	1.5456701439739715	MTHFD1L								
Cyanosis MP:0001575	1	0	0.4611963371739065	0.4295456081521678	1.5325151355616855	HSPA5								
Increased Spleen Weight MP:0004952	1	0	0.4617726664389824	0.4309878220097169	1.519514184420898	NFIL3								
Increased Mean Corpuscular Hemoglobin MP:0005561	1	0	0.4623427585698934	0.4324264624271356	1.5066648999451786	XBP1								
Abnormal Spleen Morphology MP:0000689	1	0	0.4646544063846941	0.4354996201017329	1.1425123237639914	NFIL3;DNASE1L2								
Increased Circulating Insulin Level MP:0002079	1	0	0.4695234046302204	0.4409837467017168	1.4326260836369302	IRS2								
Decreased Thigmotaxis MP:0020870	1	0	0.477502964744092	0.4494145550532631	1.3634940430667308	RAP2B								
Ataxia MP:0001393	1	0	0.4794604747752781	0.4521970360135466	1.3414661241804442	SRRM3								
Anemia MP:0001577	1	0	0.4828546017380082	0.4563449373288627	1.3093263562491473	XBP1								
Increased Mean Corpuscular Volume MP:0002590	1	0	0.4862021694150338	0.4604620545636497	1.2782278558637723	XBP1								
Lethality Throughout Fetal Growth And Development, Complete Penetrance MP:0011099	1	0	0.494565921729361	0.4699502001103142	1.2094704650298027	CALR								
Abnormal Coat/Hair Pigmentation MP:0002075	1	0	0.494565921729361	0.4712922312950381	1.2000608149186214	DNASE1L2								
Short Tibia MP:0002764	1	0	0.494565921729361	0.4712922312950381	1.2000608149186214	DNASE1L2								
Increased Body Weight MP:0001260	1	0	0.5032911008151163	0.4805936590136502	1.1368882239388218	SPRN								
Increased Leukocyte Cell Number MP:0000218	1	0	0.5145119280254186	0.4923172958360867	1.0620843946744252	BMAL1								
Reduced Female Fertility MP:0001923	1	0	0.5174750361163837	0.4961672405115914	1.0386229578078996	IRS2								
Decreased Testis Weight MP:0004852	1	0	0.5269595027682304	0.5062944242282998	0.9793584019206892	BMAL1								
Reduced Male Fertility MP:0001922	1	0	0.5310678144081837	0.5112829350478788	0.9514138569552276	IRS2								
Limb Grasping MP:0001513	1	0	0.5476869035405685	0.5283567775332543	0.8615604955292901	MINAR2								
Increased Lean Body Mass MP:0003960	1	0	0.5502813849983981	0.5319386721651181	0.8437831297586794	ZRANB1								
Increased Neutrophil Cell Number MP:0000219	1	0	0.5612961367836609	0.5436868462178989	0.787903851143389	BMAL1								
Abnormal Auditory Brainstem Response MP:0004738	1	0	0.5684574580532247	0.5517381210516592	0.7516504903090605	MINAR2								
Hemorrhage MP:0001914	1	0	0.5754467054570456	0.5596501292288129	0.7175474515491967	TREML1								
Tremors MP:0000745	1	0	0.5800019714433522	0.5652176074653844	0.6944143145067687	SRRM3								
Increased Grip Strength MP:0010052	1	0	0.5878133002513324	0.5739823990689481	0.6593765731188134	XBP1								
Enlarged Lymph Nodes MP:0000702	1	0	0.6207308468867903	0.6073425345029576	0.5400313741618465	PDIA6								
Abnormal Eye Morphology MP:0002092	1	0	0.6697434624721047	0.6570485596015085	0.3966393409473714	DNASE1L2								
Postnatal Lethality, Complete Penetrance MP:0011085	1	0	0.6697434624721047	0.6579244601931852	0.3944263283992844	FOSL2								
Preweaning Lethality, Incomplete Penetrance MP:0011110	1	0	0.6813250868009288	0.6706376344589535	0.3491088609900786	ZRANB1;NFIL3								
Abnormal Retina Morphology MP:0001325	1	0	0.6943548431708078	0.6848244825782672	0.3310457390492557	TRIM9								
Preweaning Lethality, Complete Penetrance MP:0011100	1	0	0.720411478906637	0.7119360497430296	0.2813317206511875	XBP1;SNAPIN;HSPA5;PDIA6								
Embryonic Lethality Prior To Organogenesis MP:0013292	1	0	0.7233694062622457	0.716277549338106	0.2670983198835259	HSPA5								
No Abnormal Phenotype Detected MP:0002169	1	0	0.7314509801227935	0.7257141096904579	0.2601434590676066	HSPA5;NAB2;SCAMP1;GRIN2C								
Abnormal Kidney Morphology MP:0002135	1	0	0.7555792672673551	0.751134683342253	0.2071619751764629	TRIM9								
Enlarged Heart MP:0000274	1	0	0.7690663014088979	0.766050355128863	0.1845900994922187	DNASE1L2								
Enlarged Spleen MP:0000691	1	0	0.8011828278498031	0.799611881128529	0.1397291350858889	NFIL3								
Abnormal Heart Morphology MP:0000266	1	0	0.8243917253328744	0.8243917253328744	0.1113421872735921	DNASE1L2								
positive regulation of cellular process (GO:0048522)	1	0					0.3462578899909829	0.0196078431372549	-1.736471340802394	TREM2				
lipid homeostasis (GO:0055088)	1	0					0.2813345356176736	0.0232558139534883	-1.7002419586566495	TREM2				
regulation of gene expression (GO:0010468)	1	0					0.2356477306883078	0.1	-1.6852166254772354	TREM2;NFYA				
positive regulation of gene expression (GO:0010628)	1	0					0.3390441839495041	0.0517241379310344	-1.647385536695294	TREM2				
negative regulation of programmed cell death (GO:0043069)	1	0					0.2837391042981665	0.0555555555555555	-1.6331905462578669	TREM2				
negative regulation of apoptotic process (GO:0043066)	1	0					0.2837391042981665	0.0555555555555555	-1.6331905462578669	TREM2				
positive regulation of signal transduction (GO:0009967)	1	0					0.2473270642792734	0.0350877192982456	-1.6310071869382337	TREM2				
IRE1-mediated unfolded protein response (GO:0036498)	1	0					0.5266005410279531	0.15	-1.4026756427876217	HSPA5;PDIA6;XBP1				
positive regulation of cell population proliferation (GO:0008284)	1	0					0.5323715058611362	0.1481481481481481	-1.2780401474955456	XBP1;IRS2;CALR				
regulation of cell population proliferation (GO:0042127)	1	0					0.5323715058611362	0.1481481481481481	-1.2780401474955456	XBP1;IRS2;CALR				
ATF6-mediated unfolded protein response (GO:0036500)	1	0					0.5115173374866792	0.1774193548387097	-1.2595859963670928	HSPA5;XBP1;CALR				
chaperone cofactor-dependent protein refolding (GO:0051085)	1	0					0.4650065894430186	0.1551724137931034	-1.2414409994369815	HSPA5;DNAJB5				
'de novo' posttranslational protein folding (GO:0051084)	1	0					0.4650065894430186	0.1551724137931034	-1.2414409994369815	HSPA5;DNAJB5				
response to insulin (GO:0032868)	1	0					0.3904418394950406	0.2244897959183673	-1.2292140386643116	XBP1;IRS2;HDAC5				
cellular response to peptide hormone stimulus (GO:0071375)	1	0					0.3904418394950406	0.2244897959183673	-1.2292140386643116	XBP1;IRS2;HDAC5				
cellular response to insulin stimulus (GO:0032869)	1	0					0.3904418394950406	0.2244897959183673	-1.2292140386643116	XBP1;IRS2;HDAC5				
regulation of apoptotic process (GO:0042981)	1	0					0.4022701957248183	0.2786885245901639	-1.2129122175304976	HSPA5;MCF2L;XBP1;CALR				
regulation of immune response (GO:0050776)	1	0					1.0	0.2765957446808511	1.1945204820684188	TREML1				
positive regulation of nucleic acid-templated transcription (GO:1903508)	1	0					0.4704939384831179	0.25	-1.1674497096836485	NFYA				
transcription by RNA polymerase II (GO:0006366)	1	0					0.4457310996155854	0.3333333333333333	-1.1665081417726706	NFYA;XBP1;HDAC5				
response to unfolded protein (GO:0006986)	1	0					0.4328223624887285	0.2909090909090909	-1.1607867510594023	HSPA5;DNAJB5				
positive regulation of cellular biosynthetic process (GO:0031328)	1	0					1.0	0.2978723404255319	1.107883231069486	RBM3;CIRBP				
regulation of cell migration (GO:0030334)	1	0					0.566104169350337	0.4035087719298245	-1.0714600812621118	HSPA5;XBP1				
regulation of translation (GO:0006417)	1	0					0.7671422909235037	0.3823529411764705	1.0704340930044711	RBM3;CIRBP				
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1	0					0.5939284640817554	0.4576271186440678	-1.0111284750377278	CALR;HDAC5;NFIL3				
negative regulation of transcription by RNA polymerase II (GO:0000122)	1	0					0.5939284640817554	0.4576271186440678	-1.0111284750377278	CALR;HDAC5;NFIL3				
negative regulation of nucleic acid-templated transcription (GO:1903507)	1	0					0.5939284640817554	0.4576271186440678	-1.0111284750377278	CALR;HDAC5;NFIL3				
positive regulation of transcription, DNA-templated (GO:0045893)	1	0					0.5840216411181245	0.3684210526315789	-1.002935145971489	NFYA;FOSL2				
ubiquitin-dependent protein catabolic process (GO:0006511)	1	0					0.6164944163140736	0.5	-0.9629388229834632	XBP1;TRIM9				
regulation of nucleic acid-templated transcription (GO:1903506)	1	0					0.6016765187188993	0.484375	-0.955196972661013	NFYA				
regulation of transcription by RNA polymerase II (GO:0006357)	1	0					0.6064665722014685	0.4745762711864407	-0.93391749303516	NFYA;FOSL2;XBP1;CALR;HDAC5				
neutrophil mediated immunity (GO:0002446)	1	0					0.5590566785572731	0.4324324324324324	0.9299181073891584	RAP2B;SCAMP1;DOK3				
neutrophil activation involved in immune response (GO:0002283)	1	0					0.5590566785572731	0.4324324324324324	0.9299181073891584	RAP2B;SCAMP1;DOK3				
neutrophil degranulation (GO:0043312)	1	0					0.5590566785572731	0.4324324324324324	0.9299181073891584	RAP2B;SCAMP1;DOK3				
negative regulation of transcription, DNA-templated (GO:0045892)	1	0					0.6656509436895619	0.5714285714285714	-0.8793137795993629	CALR;HDAC5;NFIL3;NAB2				
regulation of transcription, DNA-templated (GO:0006355)	1	0					0.7127141568981065	0.5625	-0.842444562367379	NFYA;FOSL2				
regulation of cellular macromolecule biosynthetic process (GO:2000112)	1	0					0.7925768637831234	0.7538461538461538	-0.7525414683520365	NFYA				
positive regulation of transcription by RNA polymerase II (GO:0045944)	1	0					0.8155996393146979	0.7924528301886793	-0.7046079372464072	FOSL2;XBP1;HDAC5				
positive regulation of macromolecule biosynthetic process (GO:0010557)	1	0					0.7919143876337693	0.6938775510204082	0.6683519903298794	RBM3;CIRBP				
168249	1	0									0.5735963581183612	0.0169491525423728	-1.708699878737581	TREM2
1266738	1	0									0.7647951441578149	0.1136363636363636	-1.576786452211554	TREM2
9675108	1	0									0.7647951441578149	0.1136363636363636	-1.576786452211554	TREM2
381119	1	0									0.8125948406676783	0.1935483870967742	-1.330808489005908	NFYA;HSPA5;PDIA6;CALR
